step,actor/entropy,actor/grad_norm,actor/loss,actor/lr,actor/perf/cpu_memory_used_gb,actor/perf/max_memory_allocated_gb,actor/perf/max_memory_reserved_gb,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,num_turns/max,num_turns/mean,num_turns/min,perf/mfu/actor,perf/mfu/actor_infer,perf/throughput,perf/time_per_step,perf/total_num_tokens,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,response_length_non_aborted/clip_ratio,response_length_non_aborted/max,response_length_non_aborted/mean,response_length_non_aborted/min,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/log_ppl_abs_diff,rollout_corr/log_ppl_diff,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_diff_min,rollout_corr/ppl_ratio,rollout_corr/rollout_log_ppl,rollout_corr/rollout_ppl,rollout_corr/training_log_ppl,rollout_corr/training_ppl,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_s/adv,timing_s/agent_loop/compute_score/max,timing_s/agent_loop/compute_score/mean,timing_s/agent_loop/compute_score/min,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/generate_sequences/mean,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/num_preempted/max,timing_s/agent_loop/num_preempted/mean,timing_s/agent_loop/num_preempted/min,timing_s/agent_loop/slowest/compute_score,timing_s/agent_loop/slowest/generate_sequences,timing_s/agent_loop/slowest/num_preempted,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/slowest/response_length,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/tool_calls/mean,timing_s/agent_loop/tool_calls/min,timing_s/dump_rollout_generations,timing_s/gen,timing_s/old_log_prob,timing_s/reward,timing_s/save_checkpoint,timing_s/start_profile,timing_s/step,timing_s/stop_profile,timing_s/update_actor,timing_s/update_weights,training/epoch,training/global_step,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,training/rollout_probs_diff_std,training/rollout_probs_diff_valid
168,0.134456604719162,0.06113405525684357,0.009167209267616272,3e-06,53.969459533691406,11.348706245422363,17.974609375,0.0,0.0,0.009167204611003399,0.0,1.4999700784683228,-0.009167203679680824,-1.499996304512024,1.4999700784683228,-0.009167203679680824,-1.499996304512024,1.399999976158142,1.0334960222244263,0.0,1.399999976158142,1.0334960222244263,0.0,6048.0,6048.0,6794.0,6048.0,5302.0,1492.0,2.0,2.0,2.0,0.010381645073575307,0.011255267455074115,72.71808509888795,83.17050692101475,12096.0,0.0,160.0,115.875,103.0,0.0,0.0,501.0,262.125,144.0,0.0,501.0,262.125,144.0,199577360.0,0.04511857032775879,0.003879532450810075,-0.015173275023698807,0.01532012689858675,-0.015179197303950787,0.002254873514175415,-0.03932793438434601,0.9849644899368286,0.1323634684085846,1.1426275968551636,0.11718427389860153,1.1252444982528687,0.0005468171308628313,1.02888072281443,3.1831773701240924,0.006614300014916807,0.013314986019395292,0.010216217222478008,0.007925452024210244,7.195085816027131,3.8830960766881617,2.1523168139974587,-1.0,-1.0,-1.0,0.01113148097647354,7.195085816027131,-1.0,111.0,501.0,0.0,0.0,0.0,0.0,0.020859476004261523,8.63025150296744,11.955056226986926,3.45159787684679e-05,,0.00015943404287099838,83.17050692101475,0.00017795601161196828,38.50371346902102,24.03456478199223,0.0,168.0,0.9768866896629333,0.29764658212661743,0.021517781540751457,0.03795298933982849,1.0
169,0.11688064783811569,0.14267314970493317,-0.049520060420036316,3e-06,53.97808074951172,11.348706245422363,17.974609375,0.0,0.0,-0.049520059721544385,0.0,1.4433647394180298,0.049520060420036316,-1.4999977350234985,1.4433647394180298,0.049520060420036316,-1.4999977350234985,1.6749999523162842,1.3015625476837158,0.0,1.6749999523162842,1.3015625476837158,0.0,5177.0,5176.0,5623.0,5176.5,4730.0,893.0,2.0,2.0,2.0,0.008894121051353784,0.009682530850486887,63.55672445882396,81.44692861498334,10353.0,0.0,125.0,103.25,86.0,0.0,0.0,409.0,220.28125,120.0,0.0,409.0,220.28125,120.0,3802.106201171875,0.03642094135284424,0.0035359119065105915,-0.01160440780222416,0.011997729539871216,-0.011903414502739906,0.0008172392845153809,-0.029013872146606445,0.9881826639175415,0.1184254065155983,1.1262321472167969,0.10652199387550354,1.112919807434082,0.0007021428551120072,1.027034134769849,3.711982920219524,0.007269284978974611,0.014048337005078793,0.010274236437908257,0.008019919041544199,5.809306067007128,3.2072780756880093,1.7806949070072733,-1.0,-1.0,-1.0,0.01091128500411287,5.809306067007128,-1.0,125.0,409.0,0.0,0.0,0.0,0.0,0.020175265963189304,7.239563615992665,11.877294445992447,4.427396925166249e-05,,0.00015764596173539758,81.44692861498334,0.0001786579960025847,38.430159173032735,23.85417880496243,0.0,169.0,0.9784112572669983,0.22230875492095947,0.01800285279750824,0.03521861135959625,1.0
170,0.16890135407447815,0.08075115829706192,-0.019443675875663757,3e-06,54.001155853271484,11.348706245422363,17.974609375,0.0,0.0,-0.019443673081696033,0.0,0.957904577255249,0.01944366842508316,-1.4999977350234985,0.957904577255249,0.01944366842508316,-1.4999977350234985,1.399999976158142,1.231542944908142,-1.0,1.399999976158142,1.231542944908142,-1.0,6444.0,6444.0,6936.0,6444.0,5952.0,984.0,2.0,2.0,2.0,0.011129592351665333,0.011928437231723868,77.58000362071277,83.06264113500947,12888.0,0.0,164.0,122.625,96.0,0.0,0.03125,512.0,280.125,150.0,0.03125,512.0,280.125,150.0,187579576090624.0,0.05720984935760498,0.005273986142128706,-0.018370388075709343,0.017128190025687218,-0.016969406977295876,0.002509176731109619,-0.04340410232543945,0.9832284450531006,0.15955103933811188,1.175775408744812,0.14258161187171936,1.1554185152053833,0.000557462830383511,0.9755651387756413,2.9718412328511117,0.007184580957982689,0.023366996960248798,0.011553993252164219,0.007639839022886008,7.310121012968011,4.091119950504435,2.2251454450306483,-1.0,-1.0,-1.0,0.013301537022925913,7.310121012968011,-1.0,164.0,512.0,0.0,0.0,0.0,0.0,0.02144527400378138,8.744965903984848,11.98657283000648,1.4612975064665079e-05,,0.00015441200230270624,83.06264113500947,0.00017886800924316049,38.301089808985125,23.992469160992187,0.0,170.0,0.9773483872413635,0.33934587240219116,0.024700401350855827,0.042526938021183014,1.0
171,0.12158797681331635,0.040247656404972076,-0.017198242247104645,3e-06,53.975921630859375,11.348706245422363,17.974609375,0.0,0.0,-0.017198240384459496,0.0,1.148034691810608,0.01719822734594345,-1.4999977350234985,1.148034691810608,0.01719822734594345,-1.4999977350234985,1.399999976158142,1.1052734851837158,0.0,1.399999976158142,1.1052734851837158,0.0,6142.0,6142.0,6302.0,6142.0,5982.0,320.0,2.0,2.0,2.0,0.010610471820804043,0.011227997324289647,74.68659471922136,82.23698005097685,12284.0,0.0,171.0,126.0,95.0,0.0,0.0,450.0,257.875,109.0,0.0,450.0,257.875,109.0,11475221.0,0.0426560640335083,0.003959881141781807,-0.01367201004177332,0.013603884726762772,-0.013603884726762772,-0.0016672462224960327,-0.030769377946853638,0.9865128397941589,0.11951327323913574,1.1281425952911377,0.10590939223766327,1.112729549407959,0.0005796885408111734,0.9472038782114467,3.116232685364773,0.007120894035324454,0.014197014970704913,0.010732767250374309,0.009370094980113208,6.382236940029543,3.805389701068634,1.6867073380271904,-1.0,-1.0,-1.0,0.012687882001046091,6.382236940029543,-1.0,148.0,450.0,0.0,0.0,0.0,0.0,0.007296267955098301,7.816326403000858,12.168827201996464,3.31960036419332e-05,,0.00015566899674013257,82.23698005097685,5.8161967899650335e-05,38.27980230702087,23.939210630953312,0.0,171.0,0.9762060046195984,0.3468567728996277,0.01924539916217327,0.037983328104019165,1.0
172,0.11857171356678009,0.0759429857134819,-0.010857075452804565,3e-06,53.98382568359375,11.348706245422363,17.974609375,0.0,0.0,-0.010857077315449715,0.0,1.4999700784683228,0.01085708662867546,-1.4999977350234985,1.4999700784683228,0.01085708662867546,-1.4999977350234985,1.399999976158142,0.7767577171325684,0.0,1.399999976158142,0.7767577171325684,0.0,6236.0,6236.0,7292.0,6236.0,5180.0,2112.0,2.0,2.0,2.0,0.010748599101446741,0.011523806392897129,75.3888266670321,82.71782803494716,12472.0,0.0,147.0,110.625,92.0,0.0,0.0,471.0,279.125,144.0,0.0,471.0,279.125,144.0,381791.875,0.04232525825500488,0.0033306675031781197,-0.014634214341640472,0.01630828157067299,-0.01630828157067299,-0.004205569624900818,-0.041141197085380554,0.9838649034500122,0.12216979265213013,1.1306325197219849,0.10586149990558624,1.1122045516967773,0.0005868449329259382,0.9224129845501886,3.077532411159625,0.007319130003452301,0.014827995037194341,0.010892363839957397,0.008742972975596786,6.790206762030721,4.0949698413114675,2.147282438003458,-1.0,-1.0,-1.0,0.012104553985409439,6.790206762030721,-1.0,147.0,471.0,0.0,0.0,0.0,0.0,0.007122031995095313,8.238992778002284,12.041124487994239,3.376201493665576e-05,,0.00012287602294236422,82.71782803494716,5.7499040849506855e-05,38.382984231982846,24.021467345999554,0.0,172.0,0.9759586453437805,0.33372417092323303,0.018933458253741264,0.03710149601101875,1.0
173,0.16714076697826385,0.08267753571271896,-0.006409056484699249,3e-06,53.97898864746094,11.348706245422363,17.974609375,0.0,0.0,-0.006409067194908857,0.0,1.4999977350234985,0.006409090012311935,-0.9289008378982544,1.4999977350234985,0.006409090012311935,-0.9289008378982544,1.475000023841858,1.014062523841858,-1.0,1.475000023841858,1.014062523841858,-1.0,6285.0,6284.0,7410.0,6284.5,5159.0,2251.0,2.0,2.0,2.0,0.010887200133167836,0.01158670662308469,75.80280059236867,82.90590784099186,12569.0,0.0,127.0,109.125,99.0,0.0,0.0625,512.0,283.65625,135.0,0.0625,512.0,283.65625,135.0,149919612928.0,0.0582503080368042,0.00456231739372015,-0.02016761526465416,0.020834609866142273,-0.020834609866142273,-0.006164252758026123,-0.06116734445095062,0.9794382452964783,0.16056308150291443,1.175537109375,0.13972847163677216,1.1509650945663452,0.0005782544372810916,0.9529630698410264,3.0377581621480876,0.007268080022186041,0.01217864197678864,0.010752039743238129,0.009646972990594804,7.177534431044478,4.091997069965146,1.966623658023309,-1.0,-1.0,-1.0,0.011652911023702472,7.177534431044478,-1.0,113.0,512.0,0.0,0.0,0.0,0.0,0.021163700032047927,8.650045784946997,12.054214070027228,4.745996557176113e-05,,5.9608020819723606e-05,82.90590784099186,0.00034942198544740677,38.18158234003931,23.972766177961603,0.0,173.0,0.9772441387176514,0.2820817828178406,0.024259362369775772,0.04161439463496208,1.0
174,0.14464609324932098,0.05830024182796478,0.025608498603105545,3e-06,53.947792053222656,11.348706245422363,17.974609375,0.0,0.0,0.025608502328395844,0.0,1.4999977350234985,-0.025608504191040993,-1.499997854232788,1.4999977350234985,-0.025608504191040993,-1.499997854232788,1.475000023841858,0.9515624642372131,-1.0,1.475000023841858,0.9515624642372131,-1.0,6362.0,6362.0,6775.0,6362.0,5949.0,826.0,2.0,2.0,2.0,0.010800839855068653,0.011642865475874372,75.82248069272796,83.90651350200642,12724.0,0.0,152.0,115.5,87.0,0.0,0.0625,512.0,282.125,149.0,0.0625,512.0,282.125,149.0,33967425536.0,0.04999053478240967,0.004510373342782259,-0.01626567728817463,0.0165766142308712,-0.01629909686744213,0.004440270364284515,-0.05615931749343872,0.9838976263999939,0.13837142288684845,1.1513071060180664,0.12207233905792236,1.132063627243042,0.0005587603740879539,0.972794198269785,3.0618062594307354,0.007109666999895126,0.02151412604143843,0.010982038753354573,0.0074179579969495535,7.350548991991673,4.135415112121336,2.2397813299903646,-1.0,-1.0,-1.0,0.012005142983980477,7.350548991991673,-1.0,108.0,512.0,0.0,0.0,0.0,0.0,0.02201428805710748,8.782386021979619,12.128392875019927,1.4929973985999823e-05,,0.0002456619986332953,83.90651350200642,0.00017403002129867673,38.958422844996676,23.99984639597824,0.0,174.0,0.9761179089546204,0.39799758791923523,0.021694982424378395,0.04063103720545769,1.0
175,0.13929884135723114,0.06173890084028244,-0.010721143335103989,3e-06,53.985008239746094,11.348706245422363,17.974609375,0.0,0.0,-0.010721142403781414,0.0,0.833042562007904,0.010721128433942795,-1.4999977350234985,0.833042562007904,0.010721128433942795,-1.4999977350234985,1.399999976158142,1.1891602277755737,-1.0,1.399999976158142,1.1891602277755737,-1.0,6028.0,6028.0,6044.0,6028.0,6012.0,32.0,2.0,2.0,2.0,0.010345501406875431,0.011087153345897183,72.21144041197157,83.47707739396719,12056.0,0.0,129.0,114.0,100.0,0.0,0.03125,512.0,262.75,109.0,0.03125,512.0,262.75,109.0,5073302716416.0,0.04736471176147461,0.003845709376037121,-0.016235530376434326,0.01518302969634533,-0.015027325600385666,0.0013564974069595337,-0.03225207328796387,0.9851130843162537,0.12771999835968018,1.137145757675171,0.11269265413284302,1.120089054107666,0.0006127601190313805,1.0452128853502136,3.1952864280851636,0.007387435995042324,0.012139274040237069,0.010402004845673218,0.00708587298868224,7.354790857993066,3.839380821564191,1.5833727279677987,-1.0,-1.0,-1.0,0.01207639800850302,7.354790857993066,-1.0,129.0,512.0,0.0,0.0,0.0,0.0,0.023199937015306205,8.788149940024596,12.078774290974252,2.1877989638596773e-05,,0.00015440600691363215,83.47707739396719,0.00017677200958132744,38.52237317699473,24.046169264009222,0.0,175.0,0.9773452877998352,0.36400145292282104,0.021248415112495422,0.03822578862309456,1.0
176,0.11312693357467651,0.0710921660065651,0.004206966608762741,3e-06,53.975547790527344,11.348706245422363,17.974609375,0.0,0.0,0.004206967540085316,0.0,0.8660243153572083,-0.0042069656774401665,-1.499994158744812,0.8660243153572083,-0.0042069656774401665,-1.499994158744812,1.6749999523162842,1.0046875476837158,0.0,1.6749999523162842,1.0046875476837158,0.0,5592.0,5592.0,6105.0,5592.0,5079.0,1026.0,2.0,2.0,2.0,0.00960301286179804,0.01047497693349139,68.74346144313897,81.34591832599835,11184.0,0.0,154.0,109.25,85.0,0.0,0.0,397.0,240.25,130.0,0.0,397.0,240.25,130.0,8725.6767578125,0.03480696678161621,0.0032680693548172712,-0.011217215098440647,0.011214281432330608,-0.010977955535054207,0.003547355532646179,-0.018660135567188263,0.9890950322151184,0.1107151061296463,1.1175986528396606,0.09973714500665665,1.1054573059082031,0.0007008372666780572,0.923496878124569,3.4403946202618316,0.007838163990527391,0.01882701099384576,0.010770424059955985,0.00961663102498278,5.6694634319865145,3.530671922624606,1.9249230359564535,-1.0,-1.0,-1.0,0.009682894044090062,5.6694634319865145,-1.0,95.0,397.0,0.0,0.0,0.0,0.0,0.02051008300622925,7.099843999021687,11.846281317004468,3.345601726323366e-05,,0.00015943602193146944,81.34591832599835,0.00017862400272861123,38.477373433008324,23.87546861602459,0.0,176.0,0.9779465198516846,0.25554007291793823,0.01752425916492939,0.03489729389548302,1.0
177,0.12758715450763702,0.05119524523615837,0.04382570460438728,3e-06,53.972816467285156,11.348706245422363,17.974609375,0.0,0.0,0.04382570460438728,0.0,1.499997615814209,-0.043825697153806686,-1.4999977350234985,1.499997615814209,-0.043825697153806686,-1.4999977350234985,1.399999976158142,0.8034179210662842,-1.0,1.399999976158142,0.8034179210662842,-1.0,6500.0,6500.0,7166.0,6500.0,5834.0,1332.0,2.0,2.0,2.0,0.010806551288761106,0.0119670467636787,76.74040332408414,84.70114461804042,13000.0,0.0,145.0,115.875,100.0,0.0,0.03125,512.0,290.375,152.0,0.03125,512.0,290.375,152.0,58271032.0,0.04359328746795654,0.0038185527082532644,-0.014465218409895897,0.015116812661290169,-0.015116812661290169,-0.0012778043746948242,-0.0338401198387146,0.985028088092804,0.1321144849061966,1.142508625984192,0.11699767410755157,1.1251944303512573,0.0005482596148235294,0.9362676082650224,3.0608991910748253,0.007127374992705882,0.011863666004501283,0.010583284753010958,0.009840045997407287,7.261497450992465,4.215963657279644,2.207636398030445,-1.0,-1.0,-1.0,0.011127720994409174,7.261497450992465,-1.0,111.0,512.0,0.0,0.0,0.0,0.0,0.021465678000822663,8.699798615998589,12.106096750998404,3.348197788000107e-05,,0.0001568339648656547,84.70114461804042,0.00017092598136514425,39.79168948397273,24.056320420990232,0.0,177.0,0.9767835140228271,0.23450946807861328,0.020394237712025642,0.03796042129397392,1.0
178,0.13098730146884918,0.08535909652709961,-0.010383859276771545,3e-06,53.98117446899414,11.348706245422363,17.974609375,0.0,0.0,-0.01038386207073927,0.0,0.8660243153572083,0.01038385834544897,-1.4999977350234985,0.8660243153572083,0.01038385834544897,-1.4999977350234985,1.399999976158142,1.103124976158142,0.0,1.399999976158142,1.103124976158142,0.0,5515.0,5515.0,5771.0,5515.0,5259.0,512.0,2.0,2.0,2.0,0.00929316955026695,0.010141952044411465,66.87176908216996,82.47127413697308,11030.0,0.0,136.0,108.625,91.0,0.0,0.0,401.0,236.0625,145.0,0.0,401.0,236.0625,145.0,340526.75,0.0442734956741333,0.004020713269710541,-0.014224368147552013,0.014404323883354664,-0.014404323883354664,-0.0009757280349731445,-0.03825816512107849,0.9857219457626343,0.13510635495185852,1.1461241245269775,0.12070204317569733,1.129585862159729,0.000692133812642473,0.9563163933040278,3.553794703623854,0.007634235953446478,0.01122662698617205,0.010362384589825524,0.00900445698061958,5.834038165980019,3.4639121611944574,2.1437539950129576,-1.0,-1.0,-1.0,0.010828375001437962,5.834038165980019,-1.0,101.0,401.0,0.0,0.0,0.0,0.0,0.020577519026119262,7.224014035018627,12.085536763013806,4.177202936261892e-05,,0.00015456601977348328,82.47127413697308,0.00016954599414020777,39.19835558097111,23.91653813002631,0.0,178.0,0.9763451814651489,0.5113952159881592,0.020415857434272766,0.03868095576763153,1.0
179,0.12304510921239853,0.08295086771249771,-0.02061697095632553,3e-06,53.952423095703125,11.348706245422363,17.974609375,0.0,0.0,-0.020616967231035233,0.0,0.8660243153572083,0.020616978406906128,-1.499997615814209,0.8660243153572083,0.020616978406906128,-1.499997615814209,1.399999976158142,1.103906273841858,0.0,1.399999976158142,1.103906273841858,0.0,5670.0,5668.0,5822.0,5669.0,5516.0,306.0,2.0,2.0,2.0,0.009561141964429655,0.010560170351717317,68.61754199454286,82.61735753301764,11338.0,0.0,130.0,106.125,76.0,0.0,0.0,432.0,248.1875,114.0,0.0,432.0,248.1875,114.0,39256656.0,0.04405534267425537,0.003537022275850177,-0.015096448361873627,0.01612386293709278,-0.01612386293709278,-0.004385471343994141,-0.04190506041049957,0.9840449690818787,0.12467796355485916,1.134358286857605,0.10855409502983093,1.1158332824707031,0.0006427886780179888,0.9529775999775154,3.4552440786744736,0.007287938031367958,0.01151479798136279,0.010331617504562018,0.008593925973400474,6.179513024981134,3.6242921908160497,1.6992327269981615,-1.0,-1.0,-1.0,0.0106994149973616,6.179513024981134,-1.0,114.0,432.0,0.0,0.0,0.0,0.0,0.020464728004299104,7.568548099021427,11.928169878025074,3.438396379351616e-05,,0.00015440600691363215,82.61735753301764,0.00019696401432156563,39.17555736401118,23.895851469016634,0.0,179.0,0.975860059261322,0.4153302311897278,0.01967872865498066,0.037480298429727554,1.0
180,0.11935312300920486,0.0647486001253128,0.06155620515346527,3e-06,53.98321533203125,11.348706245422363,17.974609375,0.0,0.0,0.06155619956552982,0.0,1.4144207239151,-0.061556216329336166,-1.4999959468841553,1.4144207239151,-0.061556216329336166,-1.4999959468841553,1.4249999523162842,0.5289062857627869,-1.0,1.4249999523162842,0.5289062857627869,-1.0,7819.0,7817.0,8408.0,7818.0,7228.0,1180.0,2.0,2.0,2.0,0.013192435830634501,0.014129946711557935,92.50000202350796,84.51891707000323,15636.0,0.0,201.0,130.0,94.0,0.0,0.0625,512.0,358.625,211.0,0.0625,512.0,358.625,211.0,206835600.0,0.039681315422058105,0.003443345660343766,-0.013203760609030724,0.013804709538817406,-0.013804709538817406,-0.005032464861869812,-0.030985519289970398,0.9863129258155823,0.11935430020093918,1.1285738945007324,0.10554958879947662,1.112848162651062,0.00047031165354133005,0.7709527764860629,2.5113052432866083,0.007353793014772236,0.01231061399448663,0.01088281134252611,0.00859013304580003,7.4260302080074325,5.299660311249681,3.1744326559710316,-1.0,-1.0,-1.0,0.011168268974870443,7.4260302080074325,-1.0,126.0,512.0,0.0,0.0,0.0,0.0,0.02260255703004077,8.847454062954057,12.316198817046825,4.7456007450819016e-05,,0.00015714799519628286,84.51891707000323,0.00017164001474156976,39.26676878402941,24.026359043025877,0.0,180.0,0.9787178039550781,0.24495333433151245,0.0179337989538908,0.035820432007312775,1.0
181,0.11793661117553711,0.10630730539560318,-0.04741285741329193,3e-06,53.98668670654297,11.348706245422363,17.974609375,0.0,0.0,-0.04741286393254995,0.0,1.4999889135360718,0.04741284251213074,-1.4999977350234985,1.4999889135360718,0.04741284251213074,-1.4999977350234985,1.6749999523162842,1.1984374523162842,0.0,1.6749999523162842,1.1984374523162842,0.0,5268.0,5268.0,5469.0,5268.0,5067.0,402.0,2.0,2.0,2.0,0.008825889682969122,0.00958064636095769,63.51843405367892,82.93655343499267,10536.0,0.0,156.0,114.625,88.0,0.0,0.0,418.0,214.625,113.0,0.0,418.0,214.625,113.0,8679.275390625,0.03737080097198486,0.003754944074898958,-0.011741138063371181,0.012719699181616306,-0.011372256092727184,0.01979885995388031,-0.02332952618598938,0.988728404045105,0.11756153404712677,1.1251991987228394,0.10618928074836731,1.1126000881195068,0.0003516840355664537,1.0688645864870636,3.7402846324033474,0.003705342998728156,0.013383364013861865,0.010463474844073062,0.009180592023767531,5.921636905986816,3.1162671129004593,1.6732496049953625,-1.0,-1.0,-1.0,0.0105846649967134,5.921636905986816,-1.0,156.0,418.0,0.0,0.0,0.0,0.0,0.020427307987120003,7.340961979993153,12.197058113000821,3.290397580713034e-05,,0.0001549400039948523,82.93655343499267,0.00017542997375130653,39.40763888700167,23.94804266898427,0.0,181.0,0.9770016670227051,0.28357142210006714,0.01893499493598938,0.035906992852687836,1.0
182,0.148603618144989,0.07175440341234207,-0.036092109978199005,3e-06,54.01266860961914,11.348706245422363,17.974609375,0.0,0.0,-0.036092109978199005,0.0,1.499997615814209,0.03609209507703781,-1.4999977350234985,1.499997615814209,0.03609209507703781,-1.4999977350234985,1.4249999523162842,0.9812499284744263,0.0,1.4249999523162842,0.9812499284744263,0.0,6519.0,6519.0,6569.0,6519.0,6469.0,100.0,2.0,2.0,2.0,0.01101354956711877,0.011914623166708369,78.36084493008552,83.1920585570042,13038.0,0.0,167.0,125.5,90.0,0.0,0.0,415.0,281.9375,159.0,0.0,415.0,281.9375,159.0,1574495488.0,0.05150914192199707,0.004371815361082554,-0.017237255349755287,0.01673775538802147,-0.01673775538802147,-0.0034806206822395325,-0.03365334868431091,0.9834301471710205,0.1414383053779602,1.1537586450576782,0.12470055371522903,1.1342997550964355,0.0005487759607885628,0.8226662922842167,3.0271085948768466,0.0071549409767612815,0.011064611026085913,0.010393421520348056,0.009536557947285473,5.986538480967283,4.147927649342819,2.349685679015238,-1.0,-1.0,-1.0,0.010893368977122009,5.986538480967283,-1.0,120.0,415.0,0.0,0.0,0.0,0.0,0.021712034998927265,7.422095288988203,12.175367507967167,3.441603621467948e-05,,0.000164408003911376,83.1920585570042,0.00017844600370153785,39.46744186000433,24.079869028006215,0.0,182.0,0.975978672504425,0.3654804229736328,0.02299557253718376,0.04122321307659149,1.0
183,0.14954151213169098,0.0615348145365715,0.05234473571181297,3e-06,53.977294921875,11.348706245422363,17.974609375,0.0,0.0,0.0523447310552001,0.0,1.4999585151672363,-0.05234474316239357,-1.4999977350234985,1.4999585151672363,-0.05234474316239357,-1.4999977350234985,1.475000023841858,1.16064453125,-0.8843749761581421,1.475000023841858,1.16064453125,-0.8843749761581421,6204.0,6202.0,6350.0,6203.0,6056.0,294.0,2.0,2.0,2.0,0.010607698940275813,0.011255495244570484,74.23235533904074,83.56194508000044,12406.0,0.0,158.0,121.125,96.0,0.0,0.0,511.0,266.5625,150.0,0.0,511.0,266.5625,150.0,8817924096.0,0.053321003913879395,0.004378705285489559,-0.018089037388563156,0.017395969480276108,-0.01730823703110218,0.0014036968350410461,-0.03940071165561676,0.9828809499740601,0.1468992829322815,1.1601805686950684,0.12959104776382446,1.1400854587554932,0.0002980647236964582,1.0133442827672365,3.115683961306464,0.00369779096217826,0.0138346379972063,0.01077755734877428,0.007811890041921288,7.206654081004672,3.9299645819428406,2.241867322009057,-1.0,-1.0,-1.0,0.012836428009904921,7.206654081004672,-1.0,158.0,511.0,0.0,0.0,0.0,0.0,0.021135486022103578,8.643826732004527,12.213661008980125,2.0156963728368282e-05,,0.00015630398411303759,83.56194508000044,0.0001717240083962679,38.65317522396799,24.01022269902751,0.0,183.0,0.9756456017494202,0.25829994678497314,0.02311614155769348,0.04136721044778824,1.0
184,0.1343270093202591,0.04708808660507202,0.008407507091760635,3e-06,53.990211486816406,11.348706245422363,17.974609375,0.0,0.0,0.008407511748373508,0.0,0.8660243153572083,-0.008407530374825,-1.499998688697815,0.8660243153572083,-0.008407530374825,-1.499998688697815,1.399999976158142,1.071874976158142,-1.0,1.399999976158142,1.071874976158142,-1.0,6600.0,6580.0,6910.0,6590.0,6270.0,640.0,2.0,2.0,2.0,0.010934396150797901,0.011931002340264514,77.50958678021313,85.02174084202852,13180.0,0.0,149.0,119.375,98.0,0.0,0.03125,512.0,292.5,146.0,0.03125,512.0,292.5,146.0,7355789698138112.0,0.04678153991699219,0.003812656970694661,-0.016014570370316505,0.016521021723747253,-0.016521021723747253,-0.003949977457523346,-0.03927066922187805,0.9836457967758179,0.13312765955924988,1.1438584327697754,0.11660663038492203,1.124831199645996,0.0005573113825191971,0.931366146476213,3.025161915629917,0.007345364021603018,0.012376417987979949,0.010751330089988187,0.008264128002338111,7.332970475021284,4.276896318282525,2.142108218977228,-1.0,-1.0,-1.0,0.012376417987979949,7.332970475021284,-1.0,149.0,512.0,0.0,0.0,0.0,0.0,0.018287229002453387,8.717587131017353,12.28854840702843,3.2868003472685814e-05,,0.0001545860432088375,85.02174084202852,8.862803224474192e-05,39.871634048002306,24.09837513900129,0.0,184.0,0.9762716889381409,0.2786515951156616,0.02109231799840927,0.03896661102771759,1.0
