step,actor/entropy,actor/grad_norm,actor/kl_coef,actor/kl_loss,actor/loss,actor/lr,actor/perf/cpu_memory_used_gb,actor/perf/max_memory_allocated_gb,actor/perf/max_memory_reserved_gb,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,num_turns/max,num_turns/mean,num_turns/min,perf/mfu/actor,perf/mfu/actor_infer,perf/throughput,perf/time_per_step,perf/total_num_tokens,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,response_length_non_aborted/clip_ratio,response_length_non_aborted/max,response_length_non_aborted/mean,response_length_non_aborted/min,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/log_ppl_abs_diff,rollout_corr/log_ppl_diff,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_diff_min,rollout_corr/ppl_ratio,rollout_corr/rollout_log_ppl,rollout_corr/rollout_ppl,rollout_corr/training_log_ppl,rollout_corr/training_ppl,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/adv,timing_s/agent_loop/compute_score/max,timing_s/agent_loop/compute_score/mean,timing_s/agent_loop/compute_score/min,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/generate_sequences/mean,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/num_preempted/max,timing_s/agent_loop/num_preempted/mean,timing_s/agent_loop/num_preempted/min,timing_s/agent_loop/slowest/compute_score,timing_s/agent_loop/slowest/generate_sequences,timing_s/agent_loop/slowest/num_preempted,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/slowest/response_length,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/tool_calls/mean,timing_s/agent_loop/tool_calls/min,timing_s/dump_rollout_generations,timing_s/gen,timing_s/old_log_prob,timing_s/ref,timing_s/reward,timing_s/save_checkpoint,timing_s/start_profile,timing_s/step,timing_s/stop_profile,timing_s/update_actor,timing_s/update_weights,training/epoch,training/global_step,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,training/rollout_probs_diff_std,training/rollout_probs_diff_valid
143,0.1295422911643982,0.1412927508354187,0.001,0.010134133614883467,-0.02779339998960495,3e-06,54.51329803466797,11.348706245422363,20.75,0.0,0.0,-0.027803542092442513,0.0,1.4998775720596313,0.027803534641861916,-1.499997854232788,1.4998775720596313,0.027803534641861916,-1.499997854232788,1.6749999523162842,1.174218773841858,0.0,1.6749999523162842,1.174218773841858,0.0,5998.0,5996.0,6433.0,5997.0,5561.0,872.0,2.0,2.0,2.0,0.010013756855438262,0.010468615567575638,63.22011825398302,94.85904432996176,11994.0,0.0,149.0,116.5,89.0,0.0,0.0,474.0,258.3125,84.0,0.0,474.0,258.3125,84.0,4603457.0,0.040486693382263184,0.004453971516340971,-0.011882609687745571,0.011991669423878193,-0.011601685546338558,0.004992246627807617,-0.02723705768585205,0.9884921312332153,0.1360890418291092,1.1469414234161377,0.12448736280202866,1.1336065530776978,0.0006192531297301722,1.0040904240193287,0.8172198776861929,3.301512480738508,0.007427322037983686,0.011090591026004404,0.009196196471748408,0.006980553036555648,6.866580468020402,3.924732549181499,1.2576279389904812,-1.0,-1.0,-1.0,0.009169015975203365,6.866580468020402,-1.0,149.0,474.0,0.0,0.0,0.0,0.0,0.021634723991155624,8.29981144494377,12.73572407499887,9.801735212968197,3.6115990951657295e-05,,0.00015419797273352742,94.85904432996176,0.00017439801013097167,39.59834069397766,24.375406925042626,0.0,143.0,0.9776455163955688,0.3106839656829834,0.0207890123128891,0.037768907845020294,1.0
144,0.12101376056671143,0.10987009853124619,0.001,0.01773135573603213,0.0022823363542556763,3e-06,54.521888732910156,11.348706245422363,20.75,0.0,0.0,0.002264607697725296,0.0,1.4999898672103882,-0.002264603739604354,-1.2487385272979736,1.4999898672103882,-0.002264603739604354,-1.2487385272979736,1.7000000476837158,1.166406273841858,0.0,1.7000000476837158,1.166406273841858,0.0,5578.0,5578.0,5596.0,5578.0,5560.0,36.0,2.0,2.0,2.0,0.00937460139954848,0.010264063761194432,60.52996871958979,92.15269919997081,11156.0,0.0,115.0,101.375,91.0,0.0,0.0,343.0,247.25,128.0,0.0,343.0,247.25,128.0,1408703.25,0.043213844299316406,0.0039059517439454794,-0.013907179236412048,0.015075627714395523,-0.014547042548656464,0.008457362651824951,-0.04521602392196655,0.9856102466583252,0.12263168394565582,1.1327694654464722,0.10808463394641876,1.1159048080444336,0.0006672728604040359,0.8103089812950912,0.8730208979935498,3.5246148362351555,0.007444096030667424,0.016646296018734574,0.00937546486966312,0.007272893970366567,4.993942485016305,3.665975703877848,1.8958746950374916,-1.0,-1.0,-1.0,0.009333800000604242,4.993942485016305,-1.0,115.0,343.0,0.0,0.0,0.0,0.0,0.020897209993563592,6.4111646600067616,12.07270876102848,9.739421138016041,3.544799983501434e-05,,0.00015378399984911084,92.15269919997081,0.0001822319463826716,39.3206031130394,24.560926158039365,0.0,144.0,0.9760333895683289,0.4153071939945221,0.018780604004859924,0.037663478404283524,1.0
145,0.12392492592334747,0.06308632344007492,0.001,0.011085009004091262,-0.03890003263950348,3e-06,54.54216766357422,11.348706245422363,20.75,0.0,0.0,-0.0389111153781414,0.0,1.499997615814209,0.0389111191034317,-1.4999977350234985,1.499997615814209,0.0389111191034317,-1.4999977350234985,1.399999976158142,1.2093749046325684,0.0,1.399999976158142,1.2093749046325684,0.0,6373.0,6372.0,6603.0,6372.5,6142.0,461.0,2.0,2.0,2.0,0.01063108169398177,0.011735632326672553,67.64423610047321,94.20610487100203,12745.0,0.0,195.0,125.625,95.0,0.0,0.0,462.0,272.65625,197.0,0.0,462.0,272.65625,197.0,443363.5,0.038045525550842285,0.003929127473384142,-0.011633249931037426,0.01198490522801876,-0.011678295210003853,0.0049057453870773315,-0.02748541533946991,0.9884076714515686,0.12693539261817932,1.1360430717468262,0.11525710672140121,1.1228262186050415,0.0005959502555409475,0.945547525730934,0.7688598775231049,3.110551829658092,0.007595386006869376,0.011439091002102941,0.009206326341882232,0.007308518048375845,6.796666153008118,4.130891174345379,2.999926043965388,-1.0,-1.0,-1.0,0.010300771973561496,6.796666153008118,-1.0,120.0,462.0,0.0,0.0,0.0,0.0,0.02146744600031525,8.2499021620024,12.076595174032263,9.799119139031973,3.7207966670393944e-05,,0.00015194801380857825,94.20610487100203,0.00017481797840446234,39.643983068992384,24.38798850902822,0.0,145.0,0.9780439138412476,0.33386120200157166,0.01897987723350525,0.0368465930223465,1.0
146,0.133974090218544,0.1257595717906952,0.001,0.009879715165880043,-0.04425887018442154,3e-06,54.52791976928711,11.348706245422363,20.75,0.0,0.0,-0.04426875663921237,0.0,1.4998775720596313,0.044268734753131866,-1.499997854232788,1.4998775720596313,0.044268734753131866,-1.499997854232788,1.4249999523162842,0.8609374761581421,0.0,1.4249999523162842,0.8609374761581421,0.0,5741.0,5740.0,5830.0,5740.5,5651.0,179.0,2.0,2.0,2.0,0.009679934345930319,0.010376282974113594,61.428410430265274,93.45024492399534,11481.0,0.0,129.0,106.0,84.0,0.0,0.0,440.0,252.78125,116.0,0.0,440.0,252.78125,116.0,2335266.25,0.04330456256866455,0.004799317102879286,-0.012750956229865551,0.013685304671525955,-0.012443150393664837,0.013799786567687988,-0.031054943799972534,0.9876738786697388,0.14080816507339478,1.1544208526611328,0.12836502492427826,1.1398389339447021,0.00040320155194812653,0.9578879109879921,0.8477480761278037,3.4123731824789965,0.004629157017916441,0.01495500304736197,0.009201140874210978,0.007440219982527196,6.322232982027344,3.777829277998535,1.7112702180165797,-1.0,-1.0,-1.0,0.00938587699783966,6.322232982027344,-1.0,112.0,440.0,0.0,0.0,0.0,0.0,0.012801650969777256,7.748355311981868,12.280538902967237,9.732995662023313,3.707600990310311e-05,,0.00015948998043313622,93.45024492399534,0.00011346302926540375,39.17745650804136,24.475214198988397,0.0,146.0,0.9763652682304382,0.33454668521881104,0.021321037784218788,0.038928475230932236,1.0
147,0.13627523183822632,0.05675027146935463,0.001,0.01692842956072127,0.008711135014891624,3e-06,54.551849365234375,11.348706245422363,20.75,0.0,0.0,0.008694209158420563,0.0,1.4999946355819702,-0.008694213815033436,-0.4999985992908478,1.4999946355819702,-0.008694213815033436,-0.4999985992908478,2.0,1.4187499284744263,1.399999976158142,2.0,1.4187499284744263,1.399999976158142,6297.0,6297.0,6439.0,6297.0,6155.0,284.0,2.0,2.0,2.0,0.01040635036178574,0.011577545818029096,66.6936965263582,94.41671894001774,12594.0,0.0,136.0,115.0,92.0,0.0,0.0,443.0,278.5625,168.0,0.0,443.0,278.5625,168.0,4317269.5,0.04692423343658447,0.004073161166161299,-0.015348074957728386,0.015346996486186981,-0.015346996486186981,-0.0004549771547317505,-0.029529854655265808,0.9847955107688904,0.13580931723117828,1.1463274955749512,0.1204623207449913,1.128799557685852,0.0006223789899366984,0.8810567446704453,0.7787892865617159,3.1768359402057444,0.00783824099926278,0.014806865015998483,0.009853651936282404,0.007472757017239928,6.444155211967882,4.182888636880307,2.502414365997538,-1.0,-1.0,-1.0,0.010415135009679943,6.444155211967882,-1.0,123.0,443.0,0.0,0.0,0.0,0.0,0.01265957101713866,7.853739821992349,12.086332620005123,9.80807227495825,2.1710002329200506e-05,,0.00010472600115463138,94.41671894001774,0.00010518002090975642,40.00907183095114,24.627993330010213,0.0,147.0,0.9771169424057007,0.36184921860694885,0.021303227171301842,0.038459766656160355,1.0
148,0.1257704645395279,0.07456260919570923,0.001,0.014329206231195712,-0.0053057074546813965,3e-06,54.549842834472656,11.348706245422363,20.75,0.0,0.0,-0.0053200251422822475,0.0,1.4999977350234985,0.0053200144320726395,-1.4999977350234985,1.4999977350234985,0.0053200144320726395,-1.4999977350234985,1.4249999523162842,1.0242187976837158,0.0,1.4249999523162842,1.0242187976837158,0.0,6085.0,6084.0,6102.0,6084.5,6067.0,35.0,2.0,2.0,2.0,0.01018886607545222,0.010826785485217155,64.17276485622156,94.81436577701243,12169.0,0.0,194.0,121.25,94.0,0.0,0.0,489.0,259.03125,105.0,0.0,489.0,259.03125,105.0,1927726.125,0.04140031337738037,0.0040352120995521545,-0.013077493757009506,0.013861969113349915,-0.013488875702023506,0.005969494581222534,-0.02955697476863861,0.9866286516189575,0.131038635969162,1.1413527727127075,0.11754977703094482,1.125993013381958,0.0006136503405039396,1.0155922310253354,0.8065897383489041,3.2454800206288277,0.007467510993592441,0.01844033395173028,0.010377594122473965,0.006985415006056428,6.992354501970112,3.8261990412083833,1.6002476809662767,-1.0,-1.0,-1.0,0.010199281037785113,6.992354501970112,-1.0,194.0,489.0,0.0,0.0,0.0,0.0,0.013805025955662131,8.418244002969004,12.499277706025168,9.815390525967814,3.513600677251816e-05,,0.00012298295041546226,94.81436577701243,0.00011310598347336054,39.494246371032204,24.54688444000203,0.0,148.0,0.9767842292785645,0.3186100125312805,0.019995147362351418,0.03770289570093155,1.0
149,0.13371656835079193,0.08051226288080215,0.001,0.02509297529468313,-0.0243089459836483,3e-06,54.5755615234375,11.348706245422363,20.75,0.0,0.0,-0.024334038607776165,0.0,0.8660243153572083,0.0243340115994215,-1.4999977350234985,0.8660243153572083,0.0243340115994215,-1.4999977350234985,1.399999976158142,1.1015625,0.0,1.399999976158142,1.1015625,0.0,5582.0,5581.0,5934.0,5581.5,5229.0,705.0,2.0,2.0,2.0,0.009302527937869811,0.009910149116966794,59.86481758192954,93.23506235296372,11163.0,0.0,186.0,119.75,89.0,0.0,0.0,385.0,229.09375,113.0,0.0,385.0,229.09375,113.0,455849.375,0.04936981201171875,0.004179813899099827,-0.016524963080883026,0.017914345487952232,-0.017914345487952232,-0.006289973855018616,-0.043225571513175964,0.9822944402694702,0.13543793559074402,1.1464439630508423,0.11752359569072723,1.1258411407470703,0.0004214529260261495,0.9687198649543968,0.8738512453680432,3.549997962019998,0.0047046790132299066,0.013158250018022954,0.009838029531238135,0.00860097398981452,5.663065610977355,3.4719708647771768,1.7542356749763712,-1.0,-1.0,-1.0,0.010530465049669147,5.663065610977355,-1.0,128.0,385.0,0.0,0.0,0.0,0.0,0.012336711981333792,7.101685329980683,12.500858743034769,9.754801452043466,2.1526997443288565e-05,,0.0001078639761544764,93.23506235296372,0.00010677298996597528,39.62862725002924,24.22040365601424,0.0,149.0,0.975249707698822,0.37993401288986206,0.02099575288593769,0.03968936949968338,1.0
150,0.14227741956710815,0.17786704003810883,0.001,0.015493971921387129,0.08560200035572052,3e-06,54.759639739990234,11.348706245422363,20.75,0.0,0.0,0.08558651618659496,0.0,1.4964412450790405,-0.08558651804924011,-1.4999977350234985,1.4964412450790405,-0.08558651804924011,-1.4999977350234985,1.399999976158142,0.8921874165534973,0.0,1.399999976158142,0.8921874165534973,0.0,6744.0,6743.0,7572.0,6743.5,5915.0,1657.0,2.0,2.0,2.0,0.01131549458693329,0.012078800353950312,71.05062139180937,94.91120370099088,13487.0,0.0,162.0,119.25,82.0,0.0,0.125,512.0,302.21875,146.0,0.125,512.0,302.21875,146.0,45506703360.0,0.052075743675231934,0.004729340318590403,-0.017014216631650925,0.015963610261678696,-0.015666015446186066,0.004215359687805176,-0.03907132148742676,0.9844990968704224,0.1380544751882553,1.1495767831802368,0.12238846719264984,1.13148832321167,0.0003725736642073664,0.925290800330396,0.7293691435421252,2.923998620448684,0.005024901009164751,0.011542878986801952,0.009735029743751511,0.008225639001466334,7.530928221996874,4.464270535716423,2.132314157031942,-1.0,-1.0,-1.0,0.009867574030067772,7.530928221996874,-1.0,133.0,512.0,0.0,0.0,0.0,0.0,0.02303374500479549,8.94848732999526,12.407820161955897,9.837001638952643,2.1738989744335413e-05,,0.00012314796913415194,94.91120370099088,0.0001731779775582254,39.4359693939914,24.242864215979353,0.0,150.0,0.9755485653877258,0.3564434349536896,0.022762352600693703,0.04103996604681015,1.0
151,0.11190930753946304,0.0940399318933487,0.001,0.010553982838246156,-0.03602026402950287,3e-06,54.768882751464844,11.348706245422363,20.75,0.0,0.0,-0.03603081684559584,0.0,0.4999993145465851,0.03603082150220871,-1.4999977350234985,0.4999993145465851,0.03603082150220871,-1.4999977350234985,1.399999976158142,1.2367186546325684,0.0,1.399999976158142,1.2367186546325684,0.0,6216.0,6215.0,6693.0,6215.5,5738.0,955.0,2.0,2.0,2.0,0.010398694436920684,0.011448954562852422,65.60729451483772,94.7379410470021,12431.0,0.0,154.0,117.0,89.0,0.0,0.0,511.0,271.46875,119.0,0.0,511.0,271.46875,119.0,1893.012939453125,0.0342632532119751,0.0032855961471796036,-0.01091916486620903,0.011707669124007225,-0.011707669124007225,-0.0028116852045059204,-0.021612823009490967,0.9883713722229004,0.11464305222034454,1.1219711303710938,0.10293538868427277,1.108886957168579,0.0006130014483058513,1.0416543848292188,0.7887843172697858,3.179510602284834,0.0076202210038900375,0.013096004957333207,0.009624350746889831,0.007467516988981515,7.626212403003592,4.121607181679792,1.8536119309719652,-1.0,-1.0,-1.0,0.010202873032540083,7.626212403003592,-1.0,89.0,511.0,0.0,0.0,0.0,0.0,0.021659726975485682,9.048851641011424,12.074981255980674,9.805377847980708,3.625202225521207e-05,,0.0001747620408423245,94.7379410470021,0.00017667398788034916,39.52449629700277,24.231595346995164,0.0,151.0,0.9777877330780029,0.2750673294067383,0.017115171998739243,0.03531818836927414,1.0
152,0.16779041290283203,0.08446477353572845,0.001,0.015546258702670457,-0.005350399762392044,3e-06,54.77341079711914,11.348706245422363,20.75,0.0,0.0,-0.005365941673517227,0.0,0.8660241961479187,0.005365931428968906,-0.8983846306800842,0.8660241961479187,0.005365931428968906,-0.8983846306800842,1.399999976158142,1.235937476158142,0.05000000074505806,1.399999976158142,1.235937476158142,0.05000000074505806,6233.0,6233.0,6290.0,6233.0,6176.0,114.0,2.0,2.0,2.0,0.010486013255159405,0.01127836607921887,66.44642351968751,93.80489829002181,12466.0,0.0,160.0,113.125,94.0,0.0,0.0,454.0,276.4375,113.0,0.0,454.0,276.4375,113.0,7811434545152.0,0.05777931213378906,0.005072616972029209,-0.018802426755428314,0.01876966655254364,-0.01876966655254364,-0.004515931010246277,-0.05240112543106079,0.981462836265564,0.16697880625724792,1.1853793859481812,0.14820915460586548,1.1625418663024902,0.0005998904226605102,0.9099056668491773,0.7868523827198723,3.1544206189638646,0.00747823400888592,0.014314505970105529,0.010167752376219141,0.008845189993735403,6.61462503799703,4.098854884565299,1.6765731960185803,-1.0,-1.0,-1.0,0.010447019012644887,6.61462503799703,-1.0,160.0,454.0,0.0,0.0,0.0,0.0,0.022288913023658097,8.049025528947823,12.290500537026674,9.808901802985929,3.61319980584085e-05,,0.0001618640380911529,93.80489829002181,0.00017687003128230572,39.323007436003536,24.284157031041104,0.0,152.0,0.9776832461357117,0.2811797857284546,0.023623790591955185,0.04223973676562309,1.0
153,0.1299854815006256,0.07157924771308899,0.001,0.014545968795573572,0.011291591450572014,3e-06,54.77889633178711,11.348706245422363,20.75,0.0,0.0,0.011277040466666222,0.0,1.4999891519546509,-0.011277035810053349,-1.4999977350234985,1.4999891519546509,-0.011277035810053349,-1.4999977350234985,1.399999976158142,1.1460936069488525,0.0,1.399999976158142,1.1460936069488525,0.0,5548.0,5546.0,5903.0,5547.0,5191.0,712.0,2.0,2.0,2.0,0.009354166163275524,0.010208319781485876,60.00819078114508,92.43738109403057,11094.0,0.0,130.0,108.375,93.0,0.0,0.0,409.0,238.3125,108.0,0.0,409.0,238.3125,108.0,353994.09375,0.04625356197357178,0.00419092271476984,-0.01498488150537014,0.015435039065778255,-0.015435039065778255,-0.00023250281810760498,-0.049935176968574524,0.9847316145896912,0.12861445546150208,1.1386574506759644,0.11317940801382065,1.1208654642105103,0.0006700277604093519,0.9526936142181344,0.8786576751410798,3.531046933748452,0.007433287973981351,0.011135618027765304,0.00959796306779026,0.00819592602783814,5.847520388022531,3.525527501378747,1.5770298299612477,-1.0,-1.0,-1.0,0.010747615015134215,5.847520388022531,-1.0,130.0,409.0,0.0,0.0,0.0,0.0,0.021935792989097536,7.265241502027493,12.048417014011648,9.74782824801514,2.07439879886806e-05,,0.00016117002815008163,92.43738109403057,0.00018315197667106986,39.173434683005325,24.162407097988762,0.0,153.0,0.9746009707450867,0.605039656162262,0.020417148247361183,0.03958290070295334,1.0
154,0.11097046732902527,0.06377069652080536,0.001,0.011736410389858065,-0.008152976632118225,3e-06,54.72404479980469,11.348706245422363,20.75,0.0,0.0,-0.008164716884493828,0.0,0.4999993145465851,0.008164705708622932,-1.499997854232788,0.4999993145465851,0.008164705708622932,-1.499997854232788,1.399999976158142,1.2726563215255737,0.0,1.399999976158142,1.2726563215255737,0.0,6647.0,6646.0,6768.0,6646.5,6525.0,243.0,2.0,2.0,2.0,0.011333239150735175,0.012212835087256284,71.85165571487754,92.50308756105369,13293.0,0.0,156.0,111.125,84.0,0.0,0.0,406.0,304.28125,211.0,0.0,406.0,304.28125,211.0,93296.265625,0.03924894332885742,0.003605528734624386,-0.012775406241416931,0.012984191067516804,-0.012984191067516804,-0.0025667548179626465,-0.02645118534564972,0.9871150851249695,0.11171555519104004,1.1188974380493164,0.09873136132955551,1.104436993598938,0.0005534795746050301,0.7684423103616754,0.7386925541258772,2.918448810878504,0.007357403985224664,0.017100120952818543,0.01024199392850278,0.008350103977136314,6.069700288993772,4.643991940216438,3.2418835749849677,-1.0,-1.0,-1.0,0.011302216036710888,6.069700288993772,-1.0,156.0,406.0,0.0,0.0,0.0,0.0,0.022379584959708154,7.4823227759916335,12.110262449015863,9.819440121995285,3.5069999285042286e-05,,0.00017685297643765807,92.50308756105369,0.00017599400598555803,38.794940043007955,24.247293123975396,0.0,154.0,0.9754745960235596,0.4059734344482422,0.018651988357305527,0.03668726235628128,1.0
155,0.13866053521633148,0.09621400386095047,0.001,0.016887876812688773,0.006185248494148254,3e-06,54.74172592163086,11.348706245422363,20.75,0.0,0.0,0.006168360821902752,0.0,1.2246848344802856,-0.006168369669467211,-1.4999977350234985,1.2246848344802856,-0.006168369669467211,-1.4999977350234985,1.4249999523162842,0.9484374523162842,0.0,1.4249999523162842,0.9484374523162842,0.0,6444.0,6444.0,6614.0,6444.0,6274.0,340.0,2.0,2.0,2.0,0.010890846861072898,0.011899975879507767,69.57003329736894,92.626087621029,12888.0,0.0,172.0,123.5,91.0,0.0,0.0,388.0,279.25,142.0,0.0,388.0,279.25,142.0,504013280.0,0.05444204807281494,0.00434560002759099,-0.018291234970092773,0.01823866181075573,-0.01823866181075573,-0.008599303662776947,-0.03528672456741333,0.9819433689117432,0.13357409834861755,1.1435952186584473,0.11533543467521667,1.1229076385498047,0.0006041609244808452,0.8083710221587989,0.7616752633435954,3.036372920853315,0.007786425994709134,0.010702620958909392,0.010129732343557407,0.009050221997313201,5.76139542699093,4.267580521685886,2.2370326580130495,-1.0,-1.0,-1.0,0.010702620958909392,5.76139542699093,-1.0,129.0,374.0,0.0,0.0,0.0,0.0,0.024565169005654752,7.223603454011027,12.061732960981317,9.816470793972258,3.452599048614502e-05,,0.00015381601406261325,92.626087621029,0.000178527960088104,39.132774203957524,24.34016729798168,0.0,155.0,0.9747336506843567,0.7427636384963989,0.022324837744235992,0.04057396203279495,1.0
156,0.10429792106151581,0.06485602259635925,0.001,0.014602942683268338,-0.0026632919907569885,3e-06,54.755550384521484,11.348706245422363,20.75,0.0,0.0,-0.002677896060049534,0.0,1.3567990064620972,0.0026779002510011196,-1.4999977350234985,1.3567990064620972,0.0026779002510011196,-1.4999977350234985,1.399999976158142,1.15625,0.0,1.399999976158142,1.15625,0.0,5450.0,5450.0,5904.0,5450.0,4996.0,908.0,2.0,2.0,2.0,0.00925886960453587,0.010053336604879903,59.36092661233143,91.81123528600438,10900.0,0.0,123.0,102.125,85.0,0.0,0.0,366.0,238.5,148.0,0.0,366.0,238.5,148.0,2489.001708984375,0.03457677364349365,0.0035562848206609488,-0.010575810447335243,0.011151869781315327,-0.010996750555932522,0.002481907606124878,-0.022565700113773346,0.9890822172164917,0.10695633292198181,1.1133161783218384,0.09595957398414612,1.1011713743209839,0.0006984190806028766,0.893982655921657,0.8927339132086998,3.56689589311702,0.007612767978571355,0.01275519997579977,0.010352360623073764,0.008168789034243673,5.400681548984721,3.538104623719846,2.231775733001996,-1.0,-1.0,-1.0,0.010022970964200795,5.400681548984721,-1.0,85.0,366.0,0.0,0.0,0.0,0.0,0.012326357013080269,6.822875629994087,12.040499834984075,9.730799653974827,3.5330012906342745e-05,,0.00018519599689170718,91.81123528600438,0.00010276801185682416,38.87916523497552,24.296076765982434,0.0,156.0,0.9759110808372498,0.439954936504364,0.01682511903345585,0.03568877652287483,1.0
157,0.14026717841625214,0.11071822047233582,0.001,0.014626421518187271,0.03045007586479187,3e-06,54.727272033691406,11.348706245422363,20.75,0.0,0.0,0.03043544292449951,0.0,1.4991061687469482,-0.030435452237725258,-1.4999977350234985,1.4991061687469482,-0.030435452237725258,-1.4999977350234985,1.7000000476837158,1.04296875,0.0,1.7000000476837158,1.04296875,0.0,6751.0,6751.0,7034.0,6751.0,6468.0,566.0,2.0,2.0,2.0,0.011351562632789053,0.012168889588750306,70.94379357079988,95.159839363012,13502.0,0.0,148.0,120.25,95.0,0.0,0.125,512.0,301.6875,133.0,0.125,512.0,301.6875,133.0,7355790235009024.0,0.05185365676879883,0.004570128861814737,-0.017234422266483307,0.01754048280417919,-0.01706305891275406,0.00763876736164093,-0.04601718485355377,0.9831317663192749,0.13478808104991913,1.1457933187484741,0.11772502213716507,1.126008152961731,0.0003362532240579904,0.959001956286647,0.7283917550009156,2.9147904255685253,0.004540091031230986,0.011824255983810872,0.010312139313100488,0.009535740013234317,7.831374827015679,4.564958214474245,2.0005498090176843,-1.0,-1.0,-1.0,0.010704945016186684,7.831374827015679,-1.0,118.0,512.0,0.0,0.0,0.0,0.0,0.022331779007799923,9.25820488599129,12.33917641401058,9.834745476022363,3.4752010833472013e-05,,0.00013198598753660917,95.159839363012,0.00017742201453074813,39.35550032602623,24.326674763986375,0.0,157.0,0.9748565554618835,0.30472588539123535,0.02179473266005516,0.04099240154027939,1.0
158,0.16251790523529053,0.08764748275279999,0.001,0.013377479521295754,0.004749126732349396,3e-06,54.764469146728516,11.348706245422363,20.75,0.0,0.0,0.004735749214887619,0.0,1.4964412450790405,-0.004735741298645735,-1.499997854232788,1.4964412450790405,-0.004735741298645735,-1.499997854232788,2.0,1.0382813215255737,0.0,2.0,1.0382813215255737,0.0,6352.0,6352.0,6507.0,6352.0,6197.0,310.0,2.0,2.0,2.0,0.010525346607870885,0.011489336627677168,66.8924642557666,94.95837940298952,12704.0,0.0,146.0,122.375,102.0,0.0,0.0,454.0,274.625,123.0,0.0,454.0,274.625,123.0,689547968.0,0.05841231346130371,0.005587276536971331,-0.018451746553182602,0.01974945329129696,-0.01926032267510891,0.007826097309589386,-0.04500342905521393,0.9809763431549072,0.160269096493721,1.1755015850067139,0.14100876450538635,1.1526938676834106,0.0005872565365536607,0.9255916083333942,0.7722701628598465,3.141349334066805,0.007460507040377706,0.01070654095383361,0.009376850244734669,0.00831187900621444,6.686295197985601,4.1246260359384905,1.8520257499767467,-1.0,-1.0,-1.0,0.009969457052648067,6.686295197985601,-1.0,146.0,454.0,0.0,0.0,0.0,0.0,0.021527183998841792,8.134099054033868,12.64680764998775,9.81092014897149,3.436399856582284e-05,,0.00021952996030449867,94.95837940298952,0.00018029898637905717,39.90770193998469,24.410460976010654,0.0,158.0,0.9743353128433228,0.37670034170150757,0.025917168706655502,0.043184056878089905,1.0
159,0.1416858583688736,0.05123231187462807,0.001,0.016075986699433997,-0.0102231465280056,3e-06,54.779335021972656,11.348706245422363,20.75,0.0,0.0,-0.010239224880933762,0.0,1.4999946355819702,0.01023921649903059,-0.8660104274749756,1.4999946355819702,0.01023921649903059,-0.8660104274749756,2.0,1.087499976158142,0.0,2.0,1.087499976158142,0.0,6907.0,6907.0,6982.0,6907.0,6832.0,150.0,2.0,2.0,2.0,0.011576101695855401,0.012068212736517321,72.32145327388366,95.50416491000215,13814.0,0.0,126.0,113.625,101.0,0.0,0.0625,512.0,318.0625,187.0,0.0625,512.0,318.0625,187.0,33621880832.0,0.04758179187774658,0.004140359349548817,-0.015833508223295212,0.015448017045855522,-0.015448017045855522,-0.0047387778759002686,-0.028978928923606873,0.984688401222229,0.14250081777572632,1.154313087463379,0.12705278396606445,1.136562466621399,0.0005418268417063369,0.8989689083320452,0.7146230524842576,2.85917172180517,0.007484795991331339,0.013628799002617598,0.009384174587466987,0.006669819995295256,7.736012326960918,4.774513099246178,2.795779491949361,-1.0,-1.0,-1.0,0.008900581975467503,7.736012326960918,-1.0,113.0,512.0,0.0,0.0,0.0,0.0,0.02224233897868544,9.149705549003556,12.732656947977375,9.871802847017534,5.30340475961566e-05,,0.000170085986610502,95.50416491000215,0.00018861796706914902,39.49659816501662,24.204068919993006,0.0,159.0,0.9770334362983704,0.27030614018440247,0.021815570071339607,0.03929443284869194,1.0
